Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Place of study
8,63,No,8,7,59,Café 
3,57,Yes,6,4,35,Café 
7,74,No,8,1,65,Café 
7,64,Yes,4,8,53,Café 
6,56,Yes,6,2,45,Café 
7,71,No,4,1,61,Café 
2,95,Yes,4,9,74,Café 
9,63,No,7,9,60,Café 
1,46,Yes,9,4,23,Café 
1,52,No,8,7,25,Café 
3,66,No,8,2,45,Café 
3,87,Yes,8,5,68,Café 
1,44,No,8,8,21,Café 
7,75,Yes,6,1,65,Café 
4,65,No,5,7,45,Café 
2,81,Yes,4,9,58,Café 
5,84,No,9,6,76,Café 
6,70,No,9,2,57,Café 
9,49,No,5,0,46,Café 
4,85,Yes,5,5,68,Café 
2,65,No,5,1,40,Café 
5,61,Yes,6,2,45,Café 
3,51,No,5,4,31,Café 
2,71,No,6,7,50,Café 
1,66,Yes,7,1,43,Café 
2,72,No,7,5,50,Café 
6,92,Yes,9,0,80,Café 
8,91,Yes,7,6,90,Café 
3,59,Yes,6,3,38,Café 
9,78,Yes,6,0,73,Café 
9,80,Yes,4,8,78,Café 
2,79,No,5,8,54,Café 
8,98,Yes,8,2,92,Café 
5,52,No,8,5,39,Café 
4,53,Yes,5,6,41,Café 
5,83,Yes,8,3,71,Café 
4,79,No,8,5,65,Café 
8,92,No,8,8,87,Café 
4,61,Yes,9,9,47,Café 
6,57,Yes,6,5,42,Café 
2,87,No,6,6,62,Café 
5,68,No,6,5,54,Café 
6,82,Yes,5,6,71,Café 
5,55,Yes,7,0,42,Café 
2,85,Yes,9,5,64,Café 
7,74,No,9,8,70,Café 
4,92,Yes,8,2,77,Café 
8,73,No,4,5,62,Café 
7,42,No,6,3,28,Café 
7,43,Yes,9,6,36,Café 
9,93,Yes,9,6,92,Café 
1,44,No,4,8,18,Café 
6,49,Yes,8,3,37,Café 
6,91,Yes,9,7,81,Café 
6,68,No,9,7,57,Café 
6,71,Yes,7,7,61,Café 
7,70,No,4,7,62,Café 
6,41,No,8,5,27,Café 
1,51,Yes,8,7,26,Café 
3,66,No,6,5,48,Café 
2,44,No,7,9,18,Café 
6,76,Yes,8,1,66,Café 
8,66,No,7,2,59,Café 
3,62,Yes,6,5,41,Café 
8,72,No,4,6,64,Café 
8,43,No,9,3,40,Café 
5,98,No,9,0,84,Café 
8,60,No,5,3,51,Café 
6,63,No,5,5,49,Café 
5,83,No,5,7,67,Café 
9,70,No,9,3,70,Café 
7,83,Yes,7,9,75,Café 
8,87,No,5,0,80,Café 
1,63,Yes,4,4,35,Café 
2,88,No,8,6,65,Café 
8,92,No,7,5,86,Café 
9,49,Yes,9,2,45,Café 
4,88,Yes,4,6,69,Café 
9,88,Yes,9,3,86,Café 
4,89,No,7,4,75,Café 
9,41,Yes,7,6,39,Café 
7,70,No,7,1,59,Café 
2,64,No,6,3,42,Café 
9,43,Yes,8,3,42,Café 
4,90,No,5,5,70,Café 
8,50,Yes,6,6,48,Café 
7,56,Yes,8,3,49,Café 
7,83,Yes,9,9,78,Café 
8,41,Yes,5,0,34,Café 
1,45,No,6,0,18,Café 
5,48,No,6,4,33,Café 
2,44,Yes,4,0,20,Café 
2,59,Yes,6,2,35,Café 
1,68,No,7,8,46,Café 
5,60,No,9,2,42,Café 
2,48,Yes,6,2,23,Café 
4,67,No,7,8,51,Café 
3,94,No,8,4,75,Café 
3,47,No,8,7,27,Café 
2,70,No,7,9,48,Café 
6,59,Yes,4,8,45,Café 
2,66,No,4,5,40,Café 
8,47,Yes,8,6,42,Café 
8,93,Yes,9,6,90,Café 
5,60,Yes,6,6,45,Café 
7,67,No,8,3,55,Café 
4,62,No,8,1,45,Café 
1,45,Yes,7,1,20,Café 
2,42,No,4,6,15,Café 
4,44,Yes,9,9,28,Café 
1,48,Yes,7,6,25,Café 
8,46,No,8,9,39,Café 
9,99,No,5,6,96,Café 
4,43,No,6,7,24,Café 
3,78,Yes,8,2,63,Café 
2,44,Yes,7,4,19,Café 
5,50,No,5,5,31,Café 
3,54,Yes,5,7,35,Café 
7,73,Yes,8,7,65,Café 
6,52,Yes,9,9,41,Café 
1,93,No,4,2,65,Café 
8,87,No,5,3,83,Café 
2,46,No,6,5,22,Café 
5,79,Yes,7,3,68,Café 
9,45,No,7,9,40,Café 
8,95,Yes,7,3,92,Café 
2,78,Yes,8,4,54,Café 
9,89,Yes,7,9,90,Café 
5,69,No,7,6,57,Café 
6,61,Yes,6,1,47,Café 
3,64,No,4,1,43,Café 
3,67,Yes,9,9,50,Café 
8,93,No,8,8,91,Café 
2,59,No,8,3,34,Café 
2,78,No,7,4,54,Café 
5,42,No,6,2,26,Café 
6,44,No,5,1,34,Café 
2,40,No,7,9,18,Café 
5,54,No,7,7,38,Café 
7,65,No,8,3,57,Café 
8,42,Yes,8,0,34,Café 
7,79,Yes,7,5,68,Café 
8,96,Yes,8,5,92,Café 
9,80,Yes,6,1,77,Café 
5,86,Yes,5,1,71,Café 
5,81,No,5,7,67,Café 
4,73,No,5,6,59,Café 
9,91,No,7,1,91,Café 
5,44,No,9,9,29,Café 
2,70,No,7,0,48,Café 
8,90,Yes,7,7,90,Café 
7,52,Yes,6,9,48,Café 
8,82,No,5,1,77,Café 
3,40,Yes,8,4,20,Café 
4,61,Yes,8,5,42,Café 
5,54,No,4,9,37,Café 
6,65,No,4,0,52,Café 
1,57,Yes,9,1,33,Café 
4,87,Yes,8,9,72,Café 
5,48,No,5,3,34,Café 
7,40,Yes,7,1,33,Library
5,82,No,8,5,71,Library
1,48,Yes,9,3,25,Library
7,62,Yes,9,2,55,Library
8,82,No,8,5,76,Library
7,84,Yes,4,8,76,Library
4,97,No,5,7,81,Library
8,41,Yes,8,1,35,Library
5,53,Yes,7,2,35,Library
9,77,No,7,1,74,Library
5,79,Yes,6,9,66,Library
1,57,No,7,6,31,Library
9,55,No,8,8,54,Library
5,92,Yes,8,0,79,Library
6,68,No,7,2,58,Library
4,83,No,4,5,66,Library
6,50,No,5,3,36,Library
8,45,Yes,9,9,44,Library
3,42,No,8,9,26,Library
5,53,No,7,0,37,Library
2,99,Yes,9,8,82,Library
2,41,No,7,6,18,Library
7,71,No,8,6,66,Library
6,70,No,6,0,60,Library
4,50,Yes,5,8,32,Library
5,61,Yes,8,7,51,Library
1,42,Yes,9,9,18,Library
7,89,Yes,7,4,82,Library
8,70,Yes,6,3,66,Library
9,72,Yes,8,0,69,Library
8,63,No,5,8,59,Library
5,40,Yes,6,7,26,Library
3,83,Yes,9,1,63,Library
9,54,Yes,7,3,52,Library
6,76,Yes,4,3,66,Library
5,66,No,5,6,51,Library
3,77,No,6,2,54,Library
6,87,Yes,8,7,77,Library
3,66,No,8,6,45,Library
6,83,Yes,6,9,77,Library
4,51,No,8,3,32,Library
2,42,Yes,6,8,15,Library
8,69,Yes,5,5,62,Library
4,71,Yes,8,2,55,Library
9,62,Yes,5,6,59,Library
7,41,No,7,5,32,Library
2,46,Yes,7,7,21,Library
4,73,No,7,4,56,Library
5,71,No,7,5,55,Library
3,92,No,8,0,74,Library
9,78,Yes,6,7,74,Library
5,71,No,8,0,56,Library
2,82,No,9,2,58,Library
3,82,No,8,1,64,Library
9,53,Yes,5,5,49,Library
7,42,No,6,7,31,Library
2,85,Yes,4,7,64,Library
9,71,No,4,6,63,Library
4,82,No,6,6,66,Library
9,75,Yes,4,7,73,Library
2,56,Yes,6,4,38,Library
4,87,No,5,2,70,Library
5,42,Yes,5,1,27,Library
2,96,No,8,2,72,Library
1,49,No,4,2,21,Library
7,92,Yes,6,6,85,Library
1,86,Yes,5,0,62,Library
8,79,Yes,8,6,73,Library
3,57,No,4,5,32,Library
6,42,No,4,9,30,Library
7,78,No,4,1,64,Library
1,49,Yes,5,9,25,Library
6,91,Yes,5,0,82,Library
7,48,Yes,4,8,41,Library
6,85,No,5,1,71,Library
4,94,Yes,4,3,79,Library
1,85,Yes,7,8,59,Library
9,50,No,5,8,45,Library
4,99,Yes,6,0,84,Library
7,72,Yes,5,1,62,Library
7,75,No,4,1,65,Library
2,65,No,6,1,43,Library
1,66,No,8,7,39,Library
8,77,No,6,7,70,Library
8,61,No,6,9,54,Library
7,65,No,5,7,55,Library
8,61,Yes,9,3,55,Library
3,44,Yes,6,7,25,Library
2,74,No,6,6,52,Library
7,41,No,4,7,31,Library
8,74,Yes,5,0,68,Library
1,48,No,4,2,19,Library
9,90,No,5,9,87,Library
4,90,Yes,8,5,71,Library
4,88,Yes,9,0,74,Library
3,57,No,6,3,35,Library
6,82,No,5,8,69,Library
1,51,Yes,6,6,24,Library
6,42,No,6,0,29,Library
2,57,Yes,7,5,34,Library
9,95,Yes,4,5,93,Library
2,77,No,9,1,52,Library
7,46,Yes,5,5,37,Library
1,72,Yes,8,9,49,Library
7,45,Yes,9,1,38,Library
5,57,No,7,7,44,Library
8,84,No,4,6,75,Library
4,61,No,8,5,44,Library
7,90,Yes,8,9,84,Library
6,78,Yes,6,5,65,Library
5,90,No,4,8,75,Library
4,48,Yes,7,8,29,Library
7,74,Yes,5,9,67,Library
5,62,No,5,9,50,Library
5,51,Yes,7,1,38,Library
1,91,Yes,6,2,66,Library
2,63,Yes,6,9,42,Library
5,89,Yes,8,6,76,Library
3,79,Yes,4,9,64,Library
2,48,Yes,8,8,26,Library
4,52,No,5,5,31,Library
4,79,No,7,0,63,Library
4,93,Yes,4,6,77,Library
4,81,No,7,0,61,Library
3,56,No,4,4,33,Library
7,46,No,9,8,39,Library
9,56,Yes,5,9,52,Library
5,94,No,5,9,82,Library
4,89,Yes,9,8,73,Library
2,63,No,4,0,37,Library
2,41,No,6,5,16,Library
5,74,Yes,4,2,59,Library
7,67,No,5,8,59,Library
9,58,Yes,7,2,56,Library
7,72,No,8,1,59,Library
5,60,No,7,7,46,Library
6,92,No,5,2,80,Library
3,49,No,7,4,30,Library
5,92,Yes,6,5,78,Library
8,85,Yes,6,9,81,Library
1,84,No,4,9,57,Library
1,48,Yes,7,0,24,Library
7,77,No,7,6,66,Library
5,45,Yes,5,6,31,Library
5,90,Yes,4,4,73,Library
1,92,Yes,4,8,66,Library
9,81,No,7,1,78,Library
1,94,Yes,8,4,66,Library
5,74,Yes,7,1,57,Library
9,57,No,7,1,50,Library
4,92,No,7,8,77,Library
8,58,No,6,6,54,Library
6,44,Yes,9,3,30,Library
3,64,Yes,4,7,43,Library
4,50,Yes,9,3,34,Library
2,49,Yes,6,0,26,Library
1,56,Yes,8,9,36,Library
8,75,Yes,5,2,69,Library
1,65,No,8,9,39,Library
1,70,Yes,4,0,44,Library
4,71,Yes,5,1,56,Library
6,60,Yes,9,1,47,Library
9,57,No,8,6,56,Library
1,99,Yes,4,3,73,Library
7,57,No,8,9,48,Library
5,40,Yes,5,8,24,Library
8,53,No,5,1,49,Library
7,47,No,8,8,41,Library
4,41,No,6,5,24,Library
4,90,Yes,8,9,72,Library
6,54,No,9,7,45,Library
6,99,Yes,8,6,92,Library
9,73,No,8,7,68,Library
5,75,Yes,6,8,62,Library
8,40,No,7,7,36,Library
5,90,No,5,5,77,Library
2,60,Yes,9,7,40,Library
6,81,No,4,7,69,Library
9,40,Yes,5,1,38,Library
3,71,No,5,1,50,Library
1,59,No,7,0,33,Library
1,93,Yes,5,9,69,Library
3,86,Yes,5,1,63,Library
5,75,Yes,6,6,59,Library
3,78,No,6,2,54,Library
9,69,Yes,6,3,65,Library
8,46,Yes,6,3,41,Library
3,61,No,6,3,41,Library
9,96,Yes,9,1,94,Library
6,89,Yes,4,5,80,Library
7,84,No,7,0,74,Library
4,49,No,8,4,33,Library
4,95,No,9,1,78,Library
2,47,No,6,8,21,Library
5,66,No,7,1,49,Library
8,49,Yes,8,5,43,Library
7,53,No,5,3,40,Library
7,85,No,9,5,77,Library
6,98,No,5,1,84,Library
3,91,Yes,7,1,74,Library
5,93,Yes,4,6,78,Library
1,50,Yes,4,2,21,Library
7,45,Yes,7,2,34,Library
9,60,No,4,6,54,Library
1,72,No,4,7,47,Library
2,58,No,5,6,36,Library
3,78,Yes,4,2,53,Library
3,63,No,4,2,45,Library
8,57,Yes,7,6,52,Library
7,74,Yes,4,2,66,Library
6,91,Yes,9,1,79,Library
4,82,No,6,6,63,Library
9,76,No,6,2,72,Library
1,58,No,7,4,33,Library
2,92,No,6,6,70,Library
4,63,Yes,5,1,47,Library
3,95,No,9,7,73,Library
1,73,Yes,9,1,50,Library
5,61,Yes,7,3,48,Library
7,43,Yes,4,3,33,Library
2,96,Yes,6,7,72,Library
5,49,Yes,5,0,31,Library
6,41,Yes,7,8,32,Library
7,47,Yes,7,5,34,Library
1,72,No,4,3,41,Library
7,98,No,8,5,91,Library
4,77,Yes,6,5,61,Library
8,82,No,5,8,75,Library
4,98,No,7,3,80,Library
6,67,No,6,7,57,Library
9,49,No,5,0,46,Library
5,84,Yes,9,5,71,Library
4,40,No,9,4,21,Library
8,73,Yes,5,2,69,Library
9,42,Yes,9,3,37,Library
4,48,No,7,7,32,Library
3,44,No,6,9,26,Library
8,81,Yes,5,1,74,Library
5,49,Yes,7,7,34,Library
2,51,No,6,6,24,Library
9,57,No,6,0,53,Library
3,97,Yes,7,1,74,Library
2,60,No,6,6,37,Library
1,60,Yes,8,2,31,Library
8,40,Yes,5,1,29,Library
3,42,Yes,5,0,21,Library
7,44,Yes,6,6,37,Library
1,64,No,7,2,37,Library
1,97,Yes,4,5,73,Library
9,88,Yes,9,9,87,Library
8,47,No,6,7,45,Library
3,56,No,4,5,32,Library
6,48,Yes,6,6,35,Library
3,71,No,4,5,52,Library
4,45,No,6,6,27,Library
1,88,Yes,7,4,65,Library
5,79,No,9,8,64,Library
1,60,No,4,2,30,Library
1,46,No,8,5,22,Library
7,46,No,7,8,35,Library
6,86,No,9,0,72,Library
2,78,Yes,6,4,55,Library
2,93,No,4,3,71,Library
7,66,Yes,9,8,60,Library
1,47,Yes,5,0,19,Library
2,48,No,7,3,25,Library
8,67,No,4,0,55,Library
6,54,No,7,2,41,Library
2,41,No,4,3,17,Library
7,46,No,5,0,36,Library
4,86,No,8,4,71,Library
2,57,No,5,5,35,Library
6,61,No,6,0,48,Library
9,89,No,7,9,82,Library
9,49,No,8,9,48,Library
8,93,No,7,3,86,Library
3,89,No,9,3,69,Library
3,72,Yes,4,0,50,Library
2,46,No,6,1,22,Library
5,42,Yes,6,9,25,Library
4,53,Yes,7,4,33,Library
7,83,No,6,1,71,Library
4,85,Yes,7,2,70,Library
9,75,No,4,8,71,Library
2,52,No,4,4,28,Library
6,55,Yes,7,0,44,Library
7,55,No,5,4,46,Library
4,93,Yes,5,2,76,Library
6,44,Yes,4,0,29,Library
7,91,No,8,2,84,Library
4,64,Yes,5,5,47,Library
8,77,Yes,7,9,70,Library
9,77,No,4,4,73,Library
1,89,Yes,6,0,63,Library
7,77,No,6,1,68,Library
9,78,No,5,4,74,Library
5,95,No,8,8,82,Library
2,95,No,9,4,77,Library
6,87,Yes,5,4,77,Library
7,80,No,8,0,71,Library
2,65,Yes,5,4,39,Library
2,98,Yes,6,7,77,Library
1,52,No,8,8,25,Library
4,83,No,6,9,63,Library
7,90,No,7,2,80,Library
9,65,Yes,7,3,62,Library
3,94,No,4,6,75,Library
7,94,Yes,6,6,88,Library
7,40,No,6,0,31,Library
7,47,No,4,5,36,Library
2,43,Yes,7,8,21,Library
6,60,Yes,7,4,50,Library
2,61,No,8,7,40,Library
6,90,No,8,9,81,Library
3,92,No,9,8,75,Library
2,97,Yes,7,9,76,Library
6,76,No,9,9,66,Library
2,88,No,5,2,59,Library
5,42,Yes,6,0,26,Library
2,58,No,8,1,33,Library
3,40,Yes,5,4,19,Library
3,68,Yes,8,9,49,Library
6,62,No,4,6,50,Library
6,72,No,6,5,56,Library
3,94,Yes,9,3,74,Library
3,91,Yes,9,8,72,Library
1,80,No,8,3,53,Library
7,62,Yes,7,2,60,Library
8,44,Yes,9,4,35,Library
2,46,No,4,3,22,Library
4,96,Yes,4,1,80,Library
7,97,Yes,7,2,88,Library
8,45,Yes,4,6,39,Library
1,88,Yes,6,1,63,Library
4,61,Yes,8,0,44,Library
6,88,Yes,4,1,72,Library
3,52,No,6,7,33,Library
5,51,No,7,7,39,Library
9,43,No,8,9,45,Library
3,47,No,7,1,23,Library
5,76,Yes,8,5,63,Library
8,70,No,4,6,63,Library
6,76,Yes,4,0,63,Library
4,84,No,8,6,64,Library
8,65,Yes,6,7,62,Library
3,82,No,6,8,64,Library
3,47,Yes,6,7,28,Library
4,79,No,5,2,60,Library
9,72,No,9,7,70,Library
5,84,No,9,2,70,Library
8,68,No,9,5,60,Library
6,44,No,6,3,33,Library
3,67,Yes,4,6,46,Library
8,92,No,5,7,88,Library
9,79,Yes,6,9,78,Library
8,56,No,4,5,47,Library
4,94,No,5,9,75,Library
6,62,No,4,3,51,Library
1,84,Yes,8,7,61,Library
4,48,No,4,6,29,Library
8,41,No,5,9,36,Library
1,71,Yes,6,7,44,Library
3,90,Yes,9,9,75,Library
1,91,Yes,5,6,63,Library
9,88,Yes,6,2,85,Library
2,70,No,6,2,46,Library
9,46,Yes,7,8,44,Library
4,69,Yes,8,6,55,Library
2,97,No,7,0,76,Library
4,42,Yes,9,2,25,Library
6,90,Yes,5,0,74,Library
7,90,Yes,7,5,79,Library
3,95,No,9,1,75,Library
3,48,Yes,6,6,28,Library
8,49,Yes,5,7,44,Library
5,85,Yes,7,5,72,Library
4,89,No,4,4,72,Library
7,97,No,9,9,94,Library
7,86,Yes,9,3,79,Library
9,65,No,8,8,64,Library
9,40,Yes,4,7,35,Library
5,69,No,5,4,54,Library
8,96,No,7,0,90,Library
1,77,Yes,6,7,52,Library
9,54,Yes,7,7,50,Library
8,64,Yes,5,6,58,Library
6,45,No,5,6,33,Library
3,57,Yes,5,7,38,Library
3,40,No,5,0,17,Library
8,95,No,9,2,90,Library
5,42,Yes,7,3,32,Library
7,56,No,4,5,46,Library
5,87,No,6,9,76,Library
8,47,Yes,6,9,45,Library
4,99,No,8,8,81,Library
2,88,No,9,3,66,Library
3,79,Yes,5,5,59,Library
8,56,Yes,5,8,54,Library
7,64,Yes,5,8,59,Library
2,80,No,9,5,55,Library
6,51,No,4,4,36,Library
9,68,No,5,2,66,Library
4,64,Yes,8,4,47,Library
9,90,No,8,2,89,Library
2,75,No,4,4,50,Library
2,92,No,9,9,69,Library
9,93,Yes,5,9,94,Library
7,64,Yes,7,0,54,Library
7,68,Yes,7,5,60,Library
1,50,No,6,6,22,Library
6,99,No,4,1,84,Library
7,43,Yes,7,2,34,Library
6,53,Yes,6,9,40,Library
6,85,No,8,8,78,Library
2,77,Yes,6,7,56,Library
6,56,No,5,3,45,Library
4,41,Yes,5,7,23,Library
9,47,Yes,8,7,45,Library
1,75,Yes,4,5,50,Library
8,49,No,9,0,37,Library
5,46,Yes,5,1,29,Library
1,75,No,5,3,44,Library
4,55,Yes,6,3,38,Library
1,53,Yes,6,1,24,Library
6,55,No,6,8,43,Library
2,64,No,7,1,39,Library
5,80,Yes,8,5,70,Library
7,43,No,4,4,37,Library
2,68,Yes,6,3,47,Library
6,95,No,4,5,85,Library
6,45,No,6,3,32,Library
5,40,Yes,5,8,24,Library
5,78,Yes,4,9,60,Library
3,40,No,7,6,20,Library
2,90,No,6,2,66,Library
7,79,Yes,9,9,74,Library
1,96,No,8,3,70,Library
6,42,No,5,0,25,Library
6,40,No,6,5,25,Library
3,40,No,4,1,20,Library
2,78,Yes,6,3,59,Library
2,60,Yes,5,4,33,Library
9,84,No,8,7,81,Library
5,69,No,8,2,51,Library
7,71,Yes,8,5,64,Library
5,72,No,9,0,58,Library
7,87,No,5,8,78,Library
4,61,No,9,0,43,Library
8,69,No,9,1,64,Library
7,93,No,6,0,85,Library
5,85,Yes,5,7,73,Library
6,43,No,5,3,32,Library
5,62,No,6,1,46,Library
7,94,No,7,6,85,Library
2,83,Yes,9,7,64,Library
5,64,No,8,8,50,Library
3,51,No,4,4,29,Library
9,56,Yes,9,2,53,Library
6,92,Yes,4,0,83,Library
3,54,Yes,6,7,36,Library
7,49,Yes,4,5,37,Library
4,74,No,7,4,57,Library
3,94,No,5,6,75,Library
8,91,No,8,4,84,Library
4,91,Yes,4,3,74,Library
1,68,No,4,4,40,Library
6,51,Yes,6,6,37,Library
1,40,Yes,6,5,11,Library
5,40,No,5,9,28,Library
7,49,Yes,8,9,40,Library
6,57,Yes,4,8,47,Library
2,86,No,5,9,65,Library
4,41,No,8,1,22,Library
2,88,Yes,5,6,66,Library
1,47,No,4,0,19,Library
3,61,No,6,7,43,Library
3,61,Yes,6,3,41,Library
7,65,Yes,6,7,56,Library
1,65,No,7,7,42,Library
9,48,No,5,3,45,Library
6,60,Yes,4,3,46,Library
4,70,No,5,4,51,Library
3,91,Yes,6,6,74,Library
3,82,Yes,9,5,67,Library
2,45,No,9,0,21,Library
2,95,No,5,5,73,Library
5,53,No,8,2,39,Library
9,72,No,9,8,69,Library
2,46,No,9,2,24,Library
2,63,Yes,5,8,36,Library
6,48,No,7,4,38,Library
2,50,Yes,7,9,29,Library
4,95,No,6,7,72,Library
6,62,Yes,4,8,48,Library
5,87,No,8,8,71,Library
1,90,No,4,6,61,Library
6,41,Yes,4,9,29,Library
1,54,No,8,0,31,Library
3,74,No,7,7,56,Library
5,75,Yes,9,6,62,Library
5,91,Yes,6,3,78,Library
6,93,Yes,5,5,83,Library
8,67,No,7,9,65,Library
5,78,Yes,6,1,65,Library
1,83,Yes,9,3,59,Library
5,43,No,7,7,26,Library
3,49,No,8,3,32,Library
4,45,No,4,9,27,Library
8,96,No,8,3,89,Library
7,69,No,9,3,57,Library
5,93,No,5,9,77,Library
2,85,Yes,8,8,65,Library
6,74,Yes,9,1,63,Library
6,88,No,4,6,78,Library
6,82,Yes,7,2,74,Library
9,49,Yes,6,3,41,Library
8,97,Yes,9,0,90,Library
8,92,Yes,9,2,88,Library
1,71,No,5,1,47,Library
5,81,No,7,9,66,Library
7,81,Yes,9,6,75,Library
6,42,No,9,5,29,Library
5,95,Yes,6,0,80,Library
8,65,Yes,4,7,59,Library
3,54,No,8,8,34,Library
6,56,Yes,7,0,47,Library
5,66,No,6,4,53,Library
8,57,No,6,6,50,Library
4,90,No,8,1,72,Library
8,58,No,7,5,54,Library
2,51,No,7,7,28,Library
9,63,No,4,7,59,Library
9,44,No,7,9,40,Library
6,63,No,9,9,55,Library
4,66,No,8,7,49,Library
4,87,Yes,7,5,70,Library
6,69,No,4,5,57,Library
5,54,Yes,6,2,39,Library
6,86,No,9,1,75,Library
7,98,Yes,7,4,87,Library
7,77,No,8,8,70,Library
9,83,No,7,3,76,Library
8,73,No,5,4,68,Library
6,66,Yes,4,5,53,Library
6,59,Yes,6,5,48,Library
5,80,No,5,3,63,Library
1,71,Yes,8,3,47,Library
9,43,No,7,7,38,Library
9,44,Yes,4,4,43,Library
9,92,Yes,9,4,90,Library
8,97,Yes,7,8,95,Library
3,47,No,7,3,24,Library
1,61,Yes,7,6,35,Library
8,81,Yes,9,4,75,Library
7,46,No,7,8,37,Library
5,61,No,4,7,46,Library
7,85,Yes,9,7,80,Library
4,69,Yes,9,9,55,Library
9,76,No,5,9,71,Library
2,55,No,8,2,32,Library
9,54,No,9,8,51,Library
9,44,No,5,7,43,Library
5,42,No,4,2,23,Library
1,62,Yes,8,9,37,Library
7,49,No,9,0,40,Library
4,44,No,6,4,24,Library
9,62,Yes,5,3,60,Library
6,54,No,4,7,44,Library
3,57,No,4,5,34,Library
6,64,No,4,9,51,Library
6,47,Yes,8,4,39,Library
5,70,No,7,8,57,Library
2,60,No,6,5,36,Library
2,41,No,8,2,16,Library
7,61,No,8,5,52,Library
2,47,Yes,9,3,25,Library
6,62,Yes,5,4,51,Library
5,71,No,6,5,56,Library
4,47,No,4,8,27,Library
7,43,No,8,2,33,Library
8,69,No,6,0,60,Library
4,58,No,5,1,39,Library
1,62,No,7,7,41,Library
1,57,No,6,3,35,Library
1,92,Yes,4,6,67,Library
1,68,No,8,1,39,Library
5,62,Yes,7,9,51,Library
4,72,Yes,5,7,56,Library
9,91,No,4,9,93,Library
3,86,Yes,7,8,68,Library
7,57,Yes,9,6,49,Library
8,93,Yes,9,9,88,Library
6,83,No,5,0,72,Library
1,72,Yes,4,1,44,Library
8,46,Yes,8,8,41,Library
3,90,No,5,9,69,Library
8,67,No,7,6,66,Library
4,40,Yes,4,2,20,Library
8,95,No,9,4,92,Library
1,78,No,9,0,53,Library
3,73,Yes,6,9,50,Library
6,78,Yes,4,2,70,Library
9,58,Yes,7,3,51,Library
2,70,No,7,3,45,Library
1,52,Yes,6,6,25,Library
3,96,Yes,7,4,75,Library
4,63,No,4,8,45,Library
5,44,No,9,6,29,Library
3,62,No,5,1,43,Library
2,58,No,9,7,38,Library
2,40,Yes,9,1,16,Library
7,72,Yes,4,6,61,Library
9,98,Yes,7,4,95,Library
2,89,No,6,9,65,Library
7,95,Yes,6,5,85,Library
7,72,No,8,3,66,Library
7,71,No,6,4,61,Library
3,98,No,6,4,79,Library
7,67,Yes,7,6,59,Library
1,76,No,5,3,52,Library
1,80,Yes,5,4,56,Library
5,51,Yes,7,3,37,Library
2,48,Yes,6,3,29,Library
9,89,No,4,7,84,Library
7,94,Yes,9,4,87,Library
4,50,Yes,9,8,36,Library
4,72,No,5,4,56,Library
2,58,Yes,7,7,34,Library
5,93,No,4,2,77,Library
4,96,Yes,6,6,80,Library
1,81,No,7,0,59,Library
8,73,No,5,4,68,Library
3,46,No,4,1,26,Library
6,70,No,4,7,57,Library
4,91,No,5,5,72,Library
9,41,Yes,4,4,36,Library
7,58,Yes,9,2,51,Library
9,77,Yes,5,0,76,Library
3,71,Yes,9,9,51,Library
1,49,No,7,9,28,Library
5,80,No,8,9,69,Library
3,47,Yes,6,9,30,Library
6,65,No,7,7,56,Library
8,69,Yes,9,4,64,Library
4,50,No,6,8,33,Library
5,80,No,6,6,67,Library
5,59,Yes,9,0,45,Library
4,99,Yes,9,0,84,Library
4,59,No,5,6,40,Library
4,48,Yes,8,6,33,Library
4,47,Yes,9,8,31,Library
4,99,Yes,6,1,81,Library
5,54,Yes,6,6,38,Library
2,73,No,7,1,48,Library
2,63,No,8,9,39,Library
9,72,No,8,9,71,Library
2,80,No,6,1,55,Library
6,80,Yes,8,4,70,Library
2,84,Yes,7,8,65,Library
5,79,Yes,5,8,65,Library
4,66,No,6,9,49,Library
7,60,No,4,0,49,Library
7,44,No,6,6,35,Library
6,74,No,6,9,62,Library
5,60,Yes,5,9,48,Library
1,43,Yes,9,2,18,Library
3,88,Yes,9,9,70,Library
9,87,No,4,9,83,Library
1,55,No,4,0,29,Library
5,96,No,4,1,79,Library
2,70,No,9,5,49,Library
4,65,No,5,9,49,Library
1,91,No,8,1,63,Library
3,74,Yes,4,1,50,Library
7,45,No,8,3,36,Library
3,72,No,7,2,53,Library
4,60,No,5,7,39,Library
2,55,Yes,8,7,32,Library
3,86,Yes,9,5,69,Library
9,78,No,9,3,74,Library
3,73,Yes,4,6,55,Library
5,81,Yes,4,8,72,Library
2,96,Yes,8,1,72,Library
4,99,No,9,5,86,Library
7,54,Yes,8,6,47,Library
7,45,Yes,7,0,34,Library
3,41,Yes,5,5,24,Library
5,63,No,9,7,51,Library
1,95,Yes,6,6,73,Library
1,88,No,9,1,68,Library
5,67,Yes,7,1,52,Library
9,40,No,9,3,38,Library
1,40,No,7,4,11,Library
1,67,No,9,4,41,Library
4,75,No,7,1,57,Library
4,59,No,4,6,41,Library
2,87,Yes,8,7,62,Library
9,47,Yes,9,1,48,Library
9,40,Yes,5,3,37,Library
2,65,No,4,2,41,Library
9,90,No,7,3,91,Library
6,82,No,5,4,73,Library
8,88,Yes,4,5,82,Library
4,64,No,6,1,44,Library
